learning_rate,weight_decay,lambda_l1,n_epochs,n_layers,margin,test_size,feature,avg_weight
0.001,1e-08,0.1,100,1,0.3,0.25,performance_status,0.0747298896312713
0.001,1e-08,0.1,100,1,0.3,0.25,pTNM_stage,0.0744107812643051
0.001,1e-08,0.1,100,1,0.3,0.25,diabetes_mellitus,0.0735492035746574
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Colorectal,0.0718801394104957
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Gastric,0.0714721083641052
0.001,1e-08,0.1,100,1,0.3,0.25,arterial_hypertension,0.0711197182536125
0.001,1e-08,0.1,100,1,0.3,0.25,bmi,0.0709485709667205
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_NSCLC,0.0704068765044212
0.001,1e-08,0.1,100,1,0.3,0.25,tobacco_use_Active smoker,0.0691951513290405
0.001,1e-08,0.1,100,1,0.3,0.25,copd,0.068959541618824
0.001,1e-08,0.1,100,1,0.3,0.25,tumor_surgically_removed,0.0680840015411377
0.001,1e-08,0.1,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0679589956998825
0.001,1e-08,0.1,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0658844858407974
0.001,1e-08,0.1,100,1,0.3,0.25,catheter_device,0.0656612589955329
0.001,1e-08,0.1,100,1,0.3,0.25,age_cancer_dx,0.064633660018444
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Bile duct,0.0620503202080726
0.001,1e-08,0.1,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0620261281728744
0.001,1e-08,0.1,100,1,0.3,0.25,family_background_vte,0.0608734488487243
0.001,1e-08,0.1,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0604324340820312
0.001,1e-08,0.1,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0598246194422245
0.001,1e-08,0.1,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0596930459141731
0.001,1e-08,0.1,100,1,0.3,0.25,grade_histological_differentiation,0.0594996809959411
0.001,1e-08,0.1,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0588633269071579
0.001,1e-08,0.1,100,1,0.3,0.25,venous_insufficiency,0.0585718378424644
0.001,1e-08,0.1,100,1,0.3,0.25,dyslipidemia,0.0575845018029212
0.001,1e-08,0.1,100,1,0.3,0.25,previous_ate,0.0569088235497474
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0556007102131843
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Pancreatic,0.053802166134119
0.001,1e-08,0.1,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0487778671085834
0.001,1e-08,0.1,100,1,0.3,0.25,renal_insufficiency,0.0454453825950622
0.001,1e-08,0.1,100,1,0.3,0.25,previous_vte,0.0439331233501434
0.001,1e-08,0.1,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0399943254888057
0.001,1e-08,0.1,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0397101826965808
0.001,1e-08,0.1,100,1,0.3,0.25,hormone_therapy,0.0387971922755241
0.001,1e-08,0.1,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0362227708101272
0.001,1e-08,0.1,100,1,0.3,0.25,rs268_n_risk_alleles,0.0334488451480865
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Brain,0.0250885691493749
0.001,1e-08,0.1,100,1,0.3,0.25,sex,0.0944609940052032
0.001,1e-08,0.1,100,1,0.3,0.25,tobacco_use_Active smoker,0.0872854590415954
0.001,1e-08,0.1,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0846612155437469
0.001,1e-08,0.1,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0801070928573608
0.001,1e-08,0.1,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0792259126901626
0.001,1e-08,0.1,100,1,0.3,0.25,tobacco_use_Former smoker,0.0770508050918579
0.001,1e-08,0.1,100,1,0.3,0.25,bmi,0.0764458328485488
0.001,1e-08,0.1,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0732303112745285
0.001,1e-08,0.1,100,1,0.3,0.25,arterial_hypertension,0.0730394273996353
0.001,1e-08,0.1,100,1,0.3,0.25,dyslipidemia,0.0728603973984718
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Colorectal,0.0727554410696029
0.001,1e-08,0.1,100,1,0.3,0.25,pTNM_stage,0.0721960216760635
0.001,1e-08,0.1,100,1,0.3,0.25,venous_insufficiency,0.0719616338610649
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Bile duct,0.0701424777507782
0.001,1e-08,0.1,100,1,0.3,0.25,performance_status,0.0692931562662124
0.001,1e-08,0.1,100,1,0.3,0.25,age_cancer_dx,0.0688326358795166
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0666568949818611
0.001,1e-08,0.1,100,1,0.3,0.25,catheter_device,0.06612279266119
0.001,1e-08,0.1,100,1,0.3,0.25,family_background_vte,0.0651921778917312
0.001,1e-08,0.1,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0647630542516708
0.001,1e-08,0.1,100,1,0.3,0.25,diabetes_mellitus,0.0645094811916351
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_NSCLC,0.0638061240315437
0.001,1e-08,0.1,100,1,0.3,0.25,previous_ate,0.0637760013341903
0.001,1e-08,0.1,100,1,0.3,0.25,grade_histological_differentiation,0.0618404075503349
0.001,1e-08,0.1,100,1,0.3,0.25,tumor_surgically_removed,0.0608905889093875
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Gastric,0.0590618774294853
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0542526990175247
0.001,1e-08,0.1,100,1,0.3,0.25,copd,0.053416334092617
0.001,1e-08,0.1,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0519666969776153
0.001,1e-08,0.1,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0519470535218715
0.001,1e-08,0.1,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0518437176942825
0.001,1e-08,0.1,100,1,0.3,0.25,previous_vte,0.0491991862654686
0.001,1e-08,0.1,100,1,0.3,0.25,renal_insufficiency,0.0472328960895538
0.001,1e-08,0.1,100,1,0.3,0.25,rs6003_n_risk_alleles,0.046544425189495
0.001,1e-08,0.1,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0460928827524185
0.001,1e-08,0.1,100,1,0.3,0.25,rs268_n_risk_alleles,0.0417536087334156
0.001,1e-08,0.1,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0410714484751224
0.001,1e-08,0.1,100,1,0.3,0.25,hormone_therapy,0.0342033617198467
0.001,1e-08,0.1,100,1,0.3,0.25,primary_tumor_Brain,0.0314805619418621
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0370154567062854
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0339939855039119
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.031504176557064
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.0311927013099193
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0311249867081642
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.030066080391407
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0294909588992595
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0287910774350166
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0283893421292305
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.0276409294456243
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.0273251477628946
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0263150800019502
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0258633531630039
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.025315212085843
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0250157546252012
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0248722285032272
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.0248056836426258
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0246143918484449
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0246049612760543
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0242955833673477
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0242446009069681
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0238855350762605
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0236614849418401
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0233367159962654
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0231573060154914
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.022586042061448
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0224828869104385
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0220156628638505
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0215814150869846
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0206723157316446
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0174716133624315
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0172142777591943
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.017029732465744
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.016809195280075
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0164954215288162
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0140433153137564
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0120765781030058
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0118195563554763
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0013649520697072
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0338036864995956
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0335081182420253
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0314189344644546
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.0306438729166984
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0298042241483926
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0294367279857397
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0290209949016571
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.029005441814661
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0279766898602247
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.027849743142724
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0275760032236576
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0272805634886026
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0270495470613241
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0270449630916118
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.0266478024423122
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0260185003280639
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.026012897491455
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0255539417266845
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0249547064304351
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0248261615633964
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0245667118579149
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0245470982044935
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0244501885026693
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.0241637546569108
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0239503271877765
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.0231730956584215
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0223566554486751
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0219772811979055
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0218451675027608
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0192605890333652
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0184563510119915
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0184201337397098
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0171145759522914
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0160263925790786
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0144982347264885
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0128436563536524
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0101040378212928
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0095573961734771
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.007718781940639
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0343337319791317
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.030882004648447
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0298177190124988
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0293334294110536
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0288815647363662
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0283642672002315
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.028125375509262
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0275473594665527
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0266921743750572
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0266399607062339
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.0257924664765596
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0257636103779077
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0256058070808649
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0251812636852264
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.0250790994614362
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.0250735990703105
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0248566344380378
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0242787692695856
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0241970457136631
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0236886236816644
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0233934745192527
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.022691385820508
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0224981680512428
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0220561083406209
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0213568322360515
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0205795392394065
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0202331915497779
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0200412925332784
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0195647701621055
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0183414500206708
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0178662240505218
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.0169722903519868
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0158649571239948
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0150012541562318
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0123814679682254
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0117020020261406
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0114801619201898
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0078025143593549
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.0038522586692124
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0396235883235931
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0338732674717903
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0333556197583675
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0321645587682724
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0316608548164367
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0304891392588615
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0287060439586639
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0284185074269771
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.028276951983571
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0281427484005689
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.0281360764056444
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.027757303789258
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0276509337127208
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.027536442503333
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0270748361945152
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0268856585025787
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0264375507831573
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.02637829631567
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.0262830816209316
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0262706354260444
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.0262425113469362
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0257155075669288
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0252516381442546
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0243463963270187
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0235777199268341
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0228496938943862
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0221941228955984
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0220608990639448
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0213778652250766
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0193450413644313
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0181675888597965
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.016262549906969
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0159711502492427
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0155112370848655
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.0152429305016994
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0147266471758484
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0119562540203332
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0113791413605213
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0039602629840373
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.033553771674633
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0303464196622371
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0302919764071702
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0301578734070062
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0300919786095619
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0298448521643877
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0280858986079692
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0279344487935304
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0265322271734476
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0260384157299995
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0260063521564006
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0259446557611227
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0257872845977544
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0255520083010196
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.0252673216164112
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.0252488460391759
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.025088183581829
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.0250330250710248
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.0248391423374414
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0248140674084424
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0244639907032251
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0243858750909566
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0242433603852987
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0238207969814538
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0237550139427185
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0237438194453716
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.0233265981078147
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0226843580603599
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.020286938175559
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0199987422674894
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0174287725239992
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0157577153295278
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0154297277331352
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.0134800765663385
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0130545329302549
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0126235065981745
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0122063616290688
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0100768273696303
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0081063099205493
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0373120941221714
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Active smoker,0.0362237095832824
0.001,1e-08,0.2,100,1,0.3,0.25,rs4524_n_risk_alleles,0.0357713401317596
0.001,1e-08,0.2,100,1,0.3,0.25,pTNM_stage,0.0333988815546035
0.001,1e-08,0.2,100,1,0.3,0.25,performance_status,0.0323797240853309
0.001,1e-08,0.2,100,1,0.3,0.25,grade_histological_differentiation,0.0323055684566497
0.001,1e-08,0.2,100,1,0.3,0.25,rs2227631_n_risk_alleles,0.0322449505329132
0.001,1e-08,0.2,100,1,0.3,0.25,previous_ate,0.031169394031167
0.001,1e-08,0.2,100,1,0.3,0.25,bmi,0.0303738340735435
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Pancreatic,0.0298385582864284
0.001,1e-08,0.2,100,1,0.3,0.25,rs5110_n_risk_alleles,0.0291403457522392
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Colorectal,0.0273651294410228
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Bile duct,0.0272558312863111
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Former smoker,0.0272423140704631
0.001,1e-08,0.2,100,1,0.3,0.25,diabetes_mellitus,0.0264782551676034
0.001,1e-08,0.2,100,1,0.3,0.25,tobacco_use_Never has smoked,0.0257807150483131
0.001,1e-08,0.2,100,1,0.3,0.25,arterial_hypertension,0.0255146212875843
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_NSCLC,0.0253618694841861
0.001,1e-08,0.2,100,1,0.3,0.25,family_background_vte,0.0251074098050594
0.001,1e-08,0.2,100,1,0.3,0.25,age_cancer_dx,0.023638118058443
0.001,1e-08,0.2,100,1,0.3,0.25,dyslipidemia,0.0234164148569107
0.001,1e-08,0.2,100,1,0.3,0.25,tumor_surgically_removed,0.0231615100055933
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0230276547372341
0.001,1e-08,0.2,100,1,0.3,0.25,venous_insufficiency,0.0222994312644004
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Gastric,0.0206000693142414
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Oesophageal,0.0198304653167724
0.001,1e-08,0.2,100,1,0.3,0.25,catheter_device,0.0197927262634038
0.001,1e-08,0.2,100,1,0.3,0.25,rs6003_n_risk_alleles,0.0192526169121265
0.001,1e-08,0.2,100,1,0.3,0.25,copd,0.019127320498228
0.001,1e-08,0.2,100,1,0.3,0.25,rs2232698_n_risk_alleles,0.0191069580614566
0.001,1e-08,0.2,100,1,0.3,0.25,rs5985_n_risk_alleles,0.018239676952362
0.001,1e-08,0.2,100,1,0.3,0.25,rs11696364_n_risk_alleles,0.0159222185611724
0.001,1e-08,0.2,100,1,0.3,0.25,previous_vte,0.0150199709460139
0.001,1e-08,0.2,100,1,0.3,0.25,chronic_cardiac_insufficiency,0.0134255178272724
0.001,1e-08,0.2,100,1,0.3,0.25,renal_insufficiency,0.0134059945121407
0.001,1e-08,0.2,100,1,0.3,0.25,hormone_therapy,0.0124900164082646
0.001,1e-08,0.2,100,1,0.3,0.25,rs268_n_risk_alleles,0.0119245741516351
0.001,1e-08,0.2,100,1,0.3,0.25,rs6025_n_risk_alleles,0.0108790099620819
0.001,1e-08,0.2,100,1,0.3,0.25,primary_tumor_Brain,0.0029402824584394
0.001,1e-08,0.2,100,1,0.3,0.25,sex,0.0381409600377082
0.001,1e-08,0.2,100,1,0.3,0.25,rs169713_n_risk_alleles,0.0328958854079246
